,ID,well,campo,Socio,E_Brent,tipo_costo,P_D,FC_T
"405,405,CC19C5,CARICARE,con_socio,100,optimista,0.1,""[Decimal('0'), Decimal('2126.5446'), Decimal('141.5064'), Decimal('889.7271'), Decimal('506.6228'), Decimal('291.0833'), Decimal('106.2344'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"406,406,CC19C5,CARICARE,con_socio,45,optimista,0.2,""[Decimal('0'), Decimal('786.4263'), Decimal('-731.7894'), Decimal('251.9542'), Decimal('108.0282'), Decimal('53.1817'), Decimal('10.6358'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"407,407,CC19C5,CARICARE,con_socio,50,optimista,0.2,""[Decimal('0'), Decimal('912.1617'), Decimal('-638.2136'), Decimal('309.9335'), Decimal('144.2641'), Decimal('74.8091'), Decimal('19.3266'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"408,408,CC19C5,CARICARE,con_socio,60,optimista,0.2,""[Decimal('0'), Decimal('1163.6327'), Decimal('-451.062'), Decimal('425.8922'), Decimal('216.7358'), Decimal('118.0639'), Decimal('36.7081'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"409,409,CC19C5,CARICARE,con_socio,70,optimista,0.2,""[Decimal('0'), Decimal('1415.1037'), Decimal('-263.9105'), Decimal('541.851'), Decimal('289.2076'), Decimal('161.3188'), Decimal('54.0897'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"410,410,CC19C5,CARICARE,con_socio,80,optimista,0.2,""[Decimal('0'), Decimal('1666.5746'), Decimal('-76.7589'), Decimal('657.8097'), Decimal('361.6793'), Decimal('204.5736'), Decimal('71.4713'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"411,411,CC19C5,CARICARE,con_socio,90,optimista,0.2,""[Decimal('0'), Decimal('1918.0456'), Decimal('110.3926'), Decimal('773.7684'), Decimal('434.1511'), Decimal('247.8285'), Decimal('88.8529'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"412,412,CC19C5,CARICARE,con_socio,100,optimista,0.2,""[Decimal('0'), Decimal('2126.5446'), Decimal('297.5442'), Decimal('889.7271'), Decimal('506.6228'), Decimal('291.0833'), Decimal('106.2344'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"413,413,CC19C5,CARICARE,con_socio,45,optimista,0.3,""[Decimal('0'), Decimal('786.4263'), Decimal('-575.7516'), Decimal('251.9542'), Decimal('108.0282'), Decimal('53.1817'), Decimal('10.6358'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"414,414,CC19C5,CARICARE,con_socio,50,optimista,0.3,""[Decimal('0'), Decimal('912.1617'), Decimal('-482.1758'), Decimal('309.9335'), Decimal('144.2641'), Decimal('74.8091'), Decimal('19.3266'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"415,415,CC19C5,CARICARE,con_socio,60,optimista,0.3,""[Decimal('0'), Decimal('1163.6327'), Decimal('-295.0243'), Decimal('425.8922'), Decimal('216.7358'), Decimal('118.0639'), Decimal('36.7081'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"416,416,CC19C5,CARICARE,con_socio,70,optimista,0.3,""[Decimal('0'), Decimal('1415.1037'), Decimal('-107.8727'), Decimal('541.851'), Decimal('289.2076'), Decimal('161.3188'), Decimal('54.0897'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"417,417,CC19C5,CARICARE,con_socio,80,optimista,0.3,""[Decimal('0'), Decimal('1666.5746'), Decimal('79.2788'), Decimal('657.8097'), Decimal('361.6793'), Decimal('204.5736'), Decimal('71.4713'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"418,418,CC19C5,CARICARE,con_socio,90,optimista,0.3,""[Decimal('0'), Decimal('1918.0456'), Decimal('266.4304'), Decimal('773.7684'), Decimal('434.1511'), Decimal('247.8285'), Decimal('88.8529'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"419,419,CC19C5,CARICARE,con_socio,100,optimista,0.3,""[Decimal('0'), Decimal('2126.5446'), Decimal('453.5819'), Decimal('889.7271'), Decimal('506.6228'), Decimal('291.0833'), Decimal('106.2344'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"420,420,CC26C5,CARICARE,con_socio,45,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('571.7005'), Decimal('487.3413'), Decimal('546.3434'), Decimal('321.6264'), Decimal('153.6604'), Decimal('52.9302'), Decimal('10.325'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"421,421,CC26C5,CARICARE,con_socio,50,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('670.2077'), Decimal('645.0779'), Decimal('663.1728'), Decimal('408.3953'), Decimal('217.7524'), Decimal('91.4232'), Decimal('19.7589'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"422,422,CC26C5,CARICARE,con_socio,60,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('867.2222'), Decimal('960.551'), Decimal('896.8316'), Decimal('581.9331'), Decimal('345.9363'), Decimal('168.4091'), Decimal('38.6268'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"423,423,CC26C5,CARICARE,con_socio,70,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1064.2366'), Decimal('1276.0242'), Decimal('1130.4904'), Decimal('755.4709'), Decimal('474.1202'), Decimal('245.395'), Decimal('57.4946'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"424,424,CC26C5,CARICARE,con_socio,80,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1261.251'), Decimal('1478.7232'), Decimal('1298.9193'), Decimal('905.805'), Decimal('602.3041'), Decimal('322.3808'), Decimal('76.3625'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"425,425,CC26C5,CARICARE,con_socio,90,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1408.4454'), Decimal('1690.2701'), Decimal('1462.4805'), Decimal('1027.2815'), Decimal('700.0663'), Decimal('392.9027'), Decimal('94.4403'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"426,426,CC26C5,CARICARE,con_socio,100,pesimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1546.3555'), Decimal('1911.1013'), Decimal('1626.0416'), Decimal('1148.7579'), Decimal('789.795'), Decimal('446.7928'), Decimal('107.6478'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"427,427,CC26C5,CARICARE,con_socio,45,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('571.7005'), Decimal('523.701'), Decimal('546.3434'), Decimal('321.6264'), Decimal('153.6604'), Decimal('52.9302'), Decimal('10.325'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"428,428,CC26C5,CARICARE,con_socio,50,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('670.2077'), Decimal('681.4376'), Decimal('663.1728'), Decimal('408.3953'), Decimal('217.7524'), Decimal('91.4232'), Decimal('19.7589'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"429,429,CC26C5,CARICARE,con_socio,60,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('867.2222'), Decimal('996.9107'), Decimal('896.8316'), Decimal('581.9331'), Decimal('345.9363'), Decimal('168.4091'), Decimal('38.6268'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"430,430,CC26C5,CARICARE,con_socio,70,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1064.2366'), Decimal('1312.3839'), Decimal('1130.4904'), Decimal('755.4709'), Decimal('474.1202'), Decimal('245.395'), Decimal('57.4946'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"431,431,CC26C5,CARICARE,con_socio,80,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1261.251'), Decimal('1509.4908'), Decimal('1294.7775'), Decimal('902.7289'), Decimal('602.3041'), Decimal('322.3808'), Decimal('76.3625'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"432,432,CC26C5,CARICARE,con_socio,90,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1408.4454'), Decimal('1721.0377'), Decimal('1458.3386'), Decimal('1024.2054'), Decimal('697.7941'), Decimal('391.5381'), Decimal('94.1059'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"433,433,CC26C5,CARICARE,con_socio,100,pesimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1546.3555'), Decimal('1941.8689'), Decimal('1621.8998'), Decimal('1145.6818'), Decimal('787.5228'), Decimal('445.4282'), Decimal('107.3134'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"434,434,CC26C5,CARICARE,con_socio,45,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('571.7005'), Decimal('560.0607'), Decimal('546.3434'), Decimal('321.6264'), Decimal('153.6604'), Decimal('52.9302'), Decimal('10.325'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"435,435,CC26C5,CARICARE,con_socio,50,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('670.2077'), Decimal('717.7973'), Decimal('663.1728'), Decimal('408.3953'), Decimal('217.7524'), Decimal('91.4232'), Decimal('19.7589'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"436,436,CC26C5,CARICARE,con_socio,60,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('867.2222'), Decimal('1033.2704'), Decimal('896.8316'), Decimal('581.9331'), Decimal('345.9363'), Decimal('168.4091'), Decimal('38.6268'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"437,437,CC26C5,CARICARE,con_socio,70,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1064.2366'), Decimal('1348.7436'), Decimal('1130.4904'), Decimal('755.4709'), Decimal('474.1202'), Decimal('245.395'), Decimal('57.4946'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"438,438,CC26C5,CARICARE,con_socio,80,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1261.251'), Decimal('1540.2584'), Decimal('1290.6356'), Decimal('899.6528'), Decimal('602.3041'), Decimal('322.3808'), Decimal('76.3625'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"439,439,CC26C5,CARICARE,con_socio,90,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1408.4454'), Decimal('1751.8053'), Decimal('1454.1968'), Decimal('1021.1292'), Decimal('695.5219'), Decimal('390.1734'), Decimal('93.7714'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"440,440,CC26C5,CARICARE,con_socio,100,pesimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1546.3555'), Decimal('1972.6365'), Decimal('1617.7579'), Decimal('1142.6057'), Decimal('785.2506'), Decimal('444.0635'), Decimal('106.9789'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"441,441,CC26C5,CARICARE,con_socio,45,pesimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('571.7005'), Decimal('596.4204'), Decimal('546.3434'), Decimal('321.6264'), Decimal('153.6604'), Decimal('52.9302'), Decimal('10.325'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
